chr	beg	end	mid	qchr	qbeg	qend	id	gid	type
4	242000000	243000000	hs35	4	242165138	242165139	25817	Zm00001d011887	trans
4	242000000	243000000	hs35	4	242165138	242165139	16097	Zm00001d014488	trans
4	242000000	243000000	hs35	4	242958926	242958927	12857	Zm00001d050969	trans
4	242000000	243000000	hs35	4	242165138	242165139	23362	Zm00001d022237	trans
4	242000000	243000000	hs35	4	242971757	242971758	8572	Zm00001d039451	trans
4	242000000	243000000	hs35	4	242210052	242210053	17663	Zm00001d017330	trans
4	242000000	243000000	hs35	4	242193391	242193392	17521	Zm00001d017092	trans
4	242000000	243000000	hs35	4	242958926	242958927	3112	Zm00001d032420	trans
4	242000000	243000000	hs35	4	242368926	242368927	6407	Zm00001d004392	trans
4	242000000	243000000	hs35	4	242368926	242368927	8162	Zm00001d007549	trans
4	242000000	243000000	hs35	4	242971757	242971758	18085	Zm00001d017927	trans
4	242000000	243000000	hs35	4	242971757	242971758	21897	Zm00001d019956	trans
4	242000000	243000000	hs35	4	242971757	242971758	22823	Zm00001d021518	trans
4	242000000	243000000	hs35	4	242210052	242210053	5804	Zm00001d003167	trans
4	242000000	243000000	hs35	4	242958926	242958927	154	Zm00001d027442	trans
4	242000000	243000000	hs35	4	242165138	242165139	22701	Zm00001d021368	trans
4	242000000	243000000	hs35	4	242971757	242971758	13834	Zm00001d052556	trans
4	242000000	243000000	hs35	4	242210052	242210053	28619	Zm00001d048422	trans
4	242000000	243000000	hs35	4	242368926	242368927	23013	Zm00001d021764	trans
4	242000000	243000000	hs35	4	242211292	242211293	11239	Zm00001d044130	trans
4	242000000	243000000	hs35	4	242165138	242165139	29048	Zm00001d023698	trans
4	242000000	243000000	hs35	4	242958926	242958927	14674	Zm00001d000307	trans
4	242000000	243000000	hs35	4	242210052	242210053	21822	Zm00001d019648	trans
4	242000000	243000000	hs35	4	242368926	242368927	25599	Zm00001d011570	trans
4	242000000	243000000	hs35	4	242368926	242368927	15298	Zm00001d013277	trans
4	242000000	243000000	hs35	4	242368926	242368927	15390	Zm00001d013415	trans
4	242000000	243000000	hs35	4	242368926	242368927	15595	Zm00001d013656	trans
4	242000000	243000000	hs35	4	242368926	242368927	16008	Zm00001d014316	trans
4	242000000	243000000	hs35	4	242958926	242958927	466	Zm00001d027885	trans
4	242000000	243000000	hs35	4	242368926	242368927	17885	Zm00001d017670	trans
4	242000000	243000000	hs35	4	242971757	242971758	18697	Zm00001d035092	trans
4	242000000	243000000	hs35	4	242958926	242958927	22454	Zm00001d020971	trans
4	242000000	243000000	hs35	4	242165138	242165139	28899	Zm00001d023431	trans
4	242000000	243000000	hs35	4	242958926	242958927	6445	Zm00001d004478	trans
4	242000000	243000000	hs35	4	242210052	242210053	21403	Zm00001d018838	trans
4	242000000	243000000	hs35	4	242165138	242165139	29595	Zm00001d024830	trans
4	242000000	243000000	hs35	4	242958926	242958927	3625	Zm00001d033317	trans
4	242000000	243000000	hs35	4	242971757	242971758	25984	Zm00001d012141	trans
4	242000000	243000000	hs35	4	242210052	242210053	1449	Zm00001d029325	trans
4	242000000	243000000	hs35	4	242210052	242210053	21095	Zm00001d039036	trans
4	242000000	243000000	hs35	4	242971757	242971758	28958	Zm00001d023536	trans
4	242000000	243000000	hs35	4	242368926	242368927	16636	Zm00001d015306	trans
4	242000000	243000000	hs35	4	242971757	242971758	28723	Zm00001d048531	trans
4	242000000	243000000	hs35	4	242971757	242971758	7849	Zm00001d007044	trans
4	242000000	243000000	hs35	4	242210052	242210053	11130	Zm00001d043972	trans
4	242000000	243000000	hs35	4	242211292	242211293	10572	Zm00001d043170	trans
4	242000000	243000000	hs35	4	242980586	242980587	14694	Zm00001d053889	cis
4	242000000	243000000	hs35	4	242210052	242210053	28668	Zm00001d048479	trans
4	242000000	243000000	hs35	4	242211292	242211293	29298	Zm00001d024241	trans
4	242000000	243000000	hs35	4	242211292	242211293	13701	Zm00001d052329	trans
4	242000000	243000000	hs35	4	242958926	242958927	4116	Zm00001d034020	trans
4	242000000	243000000	hs35	4	242210052	242210053	29508	Zm00001d024674	trans
4	242000000	243000000	hs35	4	242980586	242980587	21904	Zm00001d019980	trans
4	242000000	243000000	hs35	4	242210052	242210053	10546	Zm00001d043146	trans
4	242000000	243000000	hs35	4	242971757	242971758	29964	Zm00001d025616	trans
4	242000000	243000000	hs35	4	242980586	242980587	14692	Zm00001d053886	cis
4	242000000	243000000	hs35	4	242958926	242958927	17597	Zm00001d017179	trans
4	242000000	243000000	hs35	4	242971757	242971758	25488	Zm00001d011386	trans
4	242000000	243000000	hs35	4	242980586	242980587	14728	Zm00001d053930	cis
4	242000000	243000000	hs35	4	242971757	242971758	2832	Zm00001d031969	trans
4	242000000	243000000	hs35	4	242958926	242958927	5808	Zm00001d003174	trans
4	242000000	243000000	hs35	4	242211292	242211293	26967	Zm00001d045550	trans
4	242000000	243000000	hs35	4	242368926	242368927	1252	Zm00001d029027	trans
4	242000000	243000000	hs35	4	242210052	242210053	22895	Zm00001d021620	trans
4	242000000	243000000	hs35	4	242958926	242958927	14687	Zm00001d053883	cis
4	242000000	243000000	hs35	4	242165138	242165139	2167	Zm00001d030786	trans
4	242000000	243000000	hs35	4	242980586	242980587	22050	Zm00001d020344	trans
4	242000000	243000000	hs35	4	242980586	242980587	27897	Zm00001d047462	trans
4	242000000	243000000	hs35	4	242211292	242211293	3749	Zm00001d033473	trans
4	242000000	243000000	hs35	4	242165138	242165139	12351	Zm00001d049743	trans
4	242000000	243000000	hs35	4	242958926	242958927	18186	Zm00001d018077	trans
4	242000000	243000000	hs35	4	242210052	242210053	16750	Zm00001d015484	trans
4	242000000	243000000	hs35	4	242980586	242980587	14693	Zm00001d053887	cis
4	242000000	243000000	hs35	4	242165138	242165139	14643	Zm00001d053848	cis
4	242000000	243000000	hs35	4	242368926	242368927	1022	Zm00001d028702	trans
4	242000000	243000000	hs35	4	242368926	242368927	14703	Zm00001d053900	cis
4	242000000	243000000	hs35	4	242165138	242165139	1330	Zm00001d029121	trans
4	242000000	243000000	hs35	4	242211292	242211293	14611	Zm00001d053803	cis
4	242000000	243000000	hs35	4	242971757	242971758	14690	Zm00001d053885	cis
4	242000000	243000000	hs35	4	242958926	242958927	14689	Zm00001d053884	cis
4	242000000	243000000	hs35	4	242209036	242209037	21093	Zm00001d039029	trans
4	242000000	243000000	hs35	4	242165138	242165139	19614	Zm00001d037103	trans
4	242000000	243000000	hs35	4	242368926	242368927	1350	Zm00001d029150	trans
4	242000000	243000000	hs35	4	242165138	242165139	10570	Zm00001d043168	trans
4	242000000	243000000	hs35	4	242368926	242368927	12909	Zm00001d051062	trans
4	242000000	243000000	hs35	4	242368926	242368927	14654	Zm00001d053861	cis
4	242000000	243000000	hs35	4	242211292	242211293	19225	Zm00001d036345	trans
4	242000000	243000000	hs35	4	242193391	242193392	17014	Zm00001d016144	trans
4	242000000	243000000	hs35	4	242211292	242211293	22046	Zm00001d020337	trans
4	242000000	243000000	hs35	4	242211292	242211293	23397	Zm00001d022273	trans
4	242000000	243000000	hs35	4	242210052	242210053	13871	Zm00001d052630	trans
4	242000000	243000000	hs35	4	242958926	242958927	14533	Zm00001d053713	cis
4	242000000	243000000	hs35	4	242211292	242211293	16989	Zm00001d016072	trans
4	242000000	243000000	hs35	4	242980586	242980587	27013	Zm00001d045604	trans
4	242000000	243000000	hs35	4	242211292	242211293	15058	Zm00001d012998	trans
4	242000000	243000000	hs35	4	242211292	242211293	5463	Zm00001d002661	trans
4	242000000	243000000	hs35	4	242210052	242210053	7058	Zm00001d005814	trans
4	242000000	243000000	hs35	4	242210052	242210053	25609	Zm00001d011596	trans
4	242000000	243000000	hs35	4	242211292	242211293	9386	Zm00001d041243	trans
4	242000000	243000000	hs35	4	242368926	242368927	12729	Zm00001d050567	trans
4	242000000	243000000	hs35	4	242211292	242211293	21299	Zm00001d018693	trans
4	242000000	243000000	hs35	4	242368926	242368927	14662	Zm00001d053868	cis
4	242000000	243000000	hs35	4	242368926	242368927	14672	Zm00001d053875	cis
4	242000000	243000000	hs35	4	242368926	242368927	14685	Zm00001d053882	cis
4	242000000	243000000	hs35	4	242211292	242211293	16583	Zm00001d015204	trans
4	242000000	243000000	hs35	4	242210052	242210053	14476	Zm00001d053642	cis
4	242000000	243000000	hs35	4	242958926	242958927	14682	Zm00001d053880	cis
4	242000000	243000000	hs35	4	242211292	242211293	17130	Zm00001d016411	trans
4	242000000	243000000	hs35	4	242971757	242971758	1485	Zm00001d029396	trans
4	242000000	243000000	hs35	4	242368926	242368927	2695	Zm00001d031738	trans
4	242000000	243000000	hs35	4	242368926	242368927	14183	Zm00001d053103	trans
4	242000000	243000000	hs35	4	242368926	242368927	28500	Zm00001d048284	trans
4	242000000	243000000	hs35	4	242971757	242971758	30422	Zm00001d026277	trans
4	242000000	243000000	hs35	4	242368926	242368927	18934	Zm00001d035664	trans
4	242000000	243000000	hs35	4	242211292	242211293	3406	Zm00001d032896	trans
4	242000000	243000000	hs35	4	242368926	242368927	9823	Zm00001d042017	trans
4	242000000	243000000	hs35	4	242211292	242211293	4245	Zm00001d034196	trans
4	242000000	243000000	hs35	4	242211292	242211293	6161	Zm00001d003756	trans
4	242000000	243000000	hs35	4	242211292	242211293	14677	Zm00001d000305	trans
4	242000000	243000000	hs35	4	242368926	242368927	12724	Zm00001d050583	trans
4	242000000	243000000	hs35	4	242211292	242211293	4754	Zm00001d034865	trans
4	242000000	243000000	hs35	4	242211292	242211293	1413	Zm00001d029242	trans
4	242000000	243000000	hs35	4	242368926	242368927	4020	Zm00001d033896	trans
4	244000000	245000000	hs36	4	244239382	244239383	23320	Zm00001d022176	trans
4	244000000	245000000	hs36	4	244239382	244239383	24543	Zm00001d009723	trans
4	244000000	245000000	hs36	4	244417729	244417730	14753	Zm00001d053966	cis
4	244000000	245000000	hs36	4	244818120	244818121	17902	Zm00001d017704	trans
4	244000000	245000000	hs36	4	244818120	244818121	27422	Zm00001d046680	trans
4	244000000	245000000	hs36	4	244818120	244818121	26420	Zm00001d012731	trans
4	244000000	245000000	hs36	4	244467860	244467861	3676	Zm00001d033366	trans
4	244000000	245000000	hs36	4	244818120	244818121	29241	Zm00001d024109	trans
4	244000000	245000000	hs36	4	244651925	244651926	28803	Zm00001d023278	trans
4	244000000	245000000	hs36	4	244651925	244651926	139	Zm00001d027422	trans
4	244000000	245000000	hs36	4	244818120	244818121	14785	Zm00001d053996	cis
4	244000000	245000000	hs36	4	244818120	244818121	17887	Zm00001d017675	trans
4	244000000	245000000	hs36	4	244467860	244467861	16804	Zm00001d015605	trans
4	244000000	245000000	hs36	4	244467860	244467861	3847	Zm00001d033624	trans
4	244000000	245000000	hs36	4	244820794	244820795	23767	Zm00001d008299	trans
4	244000000	245000000	hs36	4	244467860	244467861	24372	Zm00001d009430	trans
4	244000000	245000000	hs36	4	244818120	244818121	6404	Zm00001d004386	trans
4	244000000	245000000	hs36	4	244813205	244813206	2997	Zm00001d032257	trans
4	244000000	245000000	hs36	4	244813205	244813206	7635	Zm00001d006667	trans
4	244000000	245000000	hs36	4	244651925	244651926	21570	Zm00001d019130	trans
4	244000000	245000000	hs36	4	244809082	244809083	30674	Zm00001d026608	trans
4	244000000	245000000	hs36	4	244413616	244413617	14741	Zm00001d053954	cis
4	244000000	245000000	hs36	4	244417729	244417730	18988	Zm00001d035772	trans
4	244000000	245000000	hs36	4	244417729	244417730	11345	Zm00001d044266	trans
4	244000000	245000000	hs36	4	244239382	244239383	14710	Zm00001d053909	cis
4	244000000	245000000	hs36	4	244878774	244878775	14788	Zm00001d053998	cis
4	244000000	245000000	hs36	4	244951530	244951531	9143	Zm00001d040431	trans
4	244000000	245000000	hs36	4	244413616	244413617	26090	Zm00001d012270	trans
4	244000000	245000000	hs36	4	244651925	244651926	19132	Zm00001d036135	trans
4	244000000	245000000	hs36	4	244820794	244820795	14787	Zm00001d053997	cis
4	244000000	245000000	hs36	4	244846932	244846933	105	Zm00001d027384	trans
4	244000000	245000000	hs36	4	244651925	244651926	19268	Zm00001d036448	trans
4	244000000	245000000	hs36	4	244809082	244809083	22158	Zm00001d020511	trans
4	244000000	245000000	hs36	4	244651925	244651926	19588	Zm00001d037079	trans
4	244000000	245000000	hs36	4	244878591	244878592	16545	Zm00001d015135	trans
4	244000000	245000000	hs36	4	244651925	244651926	22605	Zm00001d021242	trans
4	244000000	245000000	hs36	4	244878774	244878775	19431	Zm00001d036709	trans
4	244000000	245000000	hs36	4	244417729	244417730	14750	Zm00001d053964	cis
4	244000000	245000000	hs36	4	244651925	244651926	1613	Zm00001d029628	trans
4	244000000	245000000	hs36	4	244651925	244651926	14771	Zm00001d053985	cis
4	244000000	245000000	hs36	4	244467860	244467861	2135	Zm00001d030737	trans
4	244000000	245000000	hs36	4	244467860	244467861	12773	Zm00001d050747	trans
4	244000000	245000000	hs36	4	244785960	244785961	708	Zm00001d028232	trans
4	244000000	245000000	hs36	4	244467860	244467861	14759	Zm00001d053972	cis
4	244000000	245000000	hs36	4	244467860	244467861	14761	Zm00001d053974	cis
4	244000000	245000000	hs36	4	244846932	244846933	19314	Zm00001d036540	trans
4	244000000	245000000	hs36	4	244535702	244535703	8209	Zm00001d007650	trans
4	244000000	245000000	hs36	4	244846932	244846933	14808	Zm00001d054011	cis
4	244000000	245000000	hs36	4	244878774	244878775	29162	Zm00001d023919	trans
4	244000000	245000000	hs36	4	244413616	244413617	17052	Zm00001d016225	trans
4	244000000	245000000	hs36	4	244878774	244878775	9645	Zm00001d041703	trans
4	244000000	245000000	hs36	4	244878774	244878775	13894	Zm00001d052661	trans
4	244000000	245000000	hs36	4	244565657	244565658	2994	Zm00001d032250	trans
4	244000000	245000000	hs36	4	244785960	244785961	6356	Zm00001d004159	trans
4	244000000	245000000	hs36	4	244467860	244467861	18636	Zm00001d035005	trans
4	244000000	245000000	hs36	4	244381572	244381573	14748	Zm00001d053963	cis
4	244000000	245000000	hs36	4	244651925	244651926	4419	Zm00001d034486	trans
4	244000000	245000000	hs36	4	244785960	244785961	29319	Zm00001d024292	trans
4	244000000	245000000	hs36	4	244785960	244785961	3497	Zm00001d033060	trans
4	244000000	245000000	hs36	4	244651925	244651926	16564	Zm00001d015174	trans
4	244000000	245000000	hs36	4	244809082	244809083	14782	Zm00001d053994	cis
4	244000000	245000000	hs36	4	244878591	244878592	7770	Zm00001d006874	trans
4	244000000	245000000	hs36	4	244535702	244535703	22078	Zm00001d020384	trans
4	244000000	245000000	hs36	4	244413616	244413617	26832	Zm00001d045373	trans
4	244000000	245000000	hs36	4	244565657	244565658	29605	Zm00001d024857	trans
4	244000000	245000000	hs36	4	244651925	244651926	912	Zm00001d028539	trans
4	244000000	245000000	hs36	4	244651925	244651926	3234	Zm00001d032615	trans
4	244000000	245000000	hs36	4	244951530	244951531	10172	Zm00001d042582	trans
4	244000000	245000000	hs36	4	244785960	244785961	7277	Zm00001d006166	trans
4	244000000	245000000	hs36	4	244785960	244785961	16782	Zm00001d015549	trans
4	244000000	245000000	hs36	4	244381572	244381573	1753	Zm00001d029868	trans
4	244000000	245000000	hs36	4	244785960	244785961	16841	Zm00001d015705	trans
4	244000000	245000000	hs36	4	244785960	244785961	15489	Zm00001d013526	trans
4	244000000	245000000	hs36	4	244413616	244413617	12389	Zm00001d049809	trans
4	244000000	245000000	hs36	4	244785960	244785961	4573	Zm00001d034659	trans
4	244000000	245000000	hs36	4	244805475	244805476	27819	Zm00001d047349	trans
4	244000000	245000000	hs36	4	244651925	244651926	21067	Zm00001d039006	trans
4	244000000	245000000	hs36	4	244809082	244809083	6835	Zm00001d005346	trans
4	244000000	245000000	hs36	4	244805475	244805476	8974	Zm00001d040163	trans
4	244000000	245000000	hs36	4	244576693	244576694	15588	Zm00001d013651	trans
4	244000000	245000000	hs36	4	244576693	244576694	16677	Zm00001d015366	trans
4	244000000	245000000	hs36	4	244809082	244809083	14777	Zm00001d053988	cis
4	244000000	245000000	hs36	4	244381572	244381573	14746	Zm00001d053962	cis
4	244000000	245000000	hs36	4	244809082	244809083	16749	Zm00001d015477	trans
4	244000000	245000000	hs36	4	244651925	244651926	15949	Zm00001d014192	trans
4	244000000	245000000	hs36	4	244785960	244785961	19967	Zm00001d037606	trans
4	244000000	245000000	hs36	4	244535702	244535703	18967	Zm00001d035747	trans
4	244000000	245000000	hs36	4	244651925	244651926	9737	Zm00001d041870	trans
4	244000000	245000000	hs36	4	244805475	244805476	15857	Zm00001d014019	trans
4	244000000	245000000	hs36	4	244785960	244785961	12462	Zm00001d049956	trans
4	244000000	245000000	hs36	4	244239382	244239383	14738	Zm00001d053952	cis
4	244000000	245000000	hs36	4	244651925	244651926	24098	Zm00001d008850	trans
4	244000000	245000000	hs36	4	244239382	244239383	14743	Zm00001d053957	cis
4	244000000	245000000	hs36	4	244565657	244565658	14763	Zm00001d053975	cis
4	244000000	245000000	hs36	4	244785960	244785961	14755	Zm00001d053967	cis
4	244000000	245000000	hs36	4	244651925	244651926	9648	Zm00001d041707	trans
4	244000000	245000000	hs36	4	244805475	244805476	3035	Zm00001d032308	trans
4	244000000	245000000	hs36	4	244785960	244785961	10008	Zm00001d042329	trans
4	244000000	245000000	hs36	4	244651925	244651926	3726	Zm00001d033422	trans
4	244000000	245000000	hs36	4	244785960	244785961	10480	Zm00001d043059	trans
4	244000000	245000000	hs36	4	244785960	244785961	20248	Zm00001d038047	trans
4	244000000	245000000	hs36	4	244809082	244809083	14960	Zm00001d012889	trans
5	12000000	13000000	hs37	5	12386249	12386250	15485	Zm00001d013523	cis
5	12000000	13000000	hs37	5	12754033	12754034	15476	Zm00001d013509	cis
5	12000000	13000000	hs37	5	12712133	12712134	27616	Zm00001d047028	trans
5	12000000	13000000	hs37	5	12754033	12754034	28210	Zm00001d047908	trans
5	12000000	13000000	hs37	5	12386249	12386250	15842	Zm00001d013999	trans
5	12000000	13000000	hs37	5	12386249	12386250	15454	Zm00001d013492	cis
5	12000000	13000000	hs37	5	12386249	12386250	8520	Zm00001d039379	trans
5	12000000	13000000	hs37	5	12862701	12862702	10632	Zm00001d043229	trans
5	12000000	13000000	hs37	5	12789441	12789442	3807	Zm00001d033557	trans
5	12000000	13000000	hs37	5	12754033	12754034	15488	Zm00001d013524	cis
5	12000000	13000000	hs37	5	12386249	12386250	26651	Zm00001d045085	trans
5	12000000	13000000	hs37	5	12862701	12862702	13170	Zm00001d000166	trans
5	12000000	13000000	hs37	5	12862701	12862702	19308	Zm00001d036533	trans
5	12000000	13000000	hs37	5	12754033	12754034	5245	Zm00001d002326	trans
5	12000000	13000000	hs37	5	12862701	12862702	1678	Zm00001d029750	trans
5	12000000	13000000	hs37	5	12754033	12754034	11264	Zm00001d044175	trans
5	12000000	13000000	hs37	5	12789441	12789442	4848	Zm00001d001786	trans
5	12000000	13000000	hs37	5	12862701	12862702	10975	Zm00001d043703	trans
5	12000000	13000000	hs37	5	12789441	12789442	13519	Zm00001d000346	trans
5	12000000	13000000	hs37	5	12386249	12386250	8842	Zm00001d039883	trans
5	12000000	13000000	hs37	5	12862701	12862702	13249	Zm00001d051660	trans
5	12000000	13000000	hs37	5	12386249	12386250	25911	Zm00001d012034	trans
5	12000000	13000000	hs37	5	12386249	12386250	24907	Zm00001d010406	trans
5	12000000	13000000	hs37	5	12754033	12754034	2637	Zm00001d031648	trans
5	12000000	13000000	hs37	5	12862701	12862702	6569	Zm00001d004790	trans
5	12000000	13000000	hs37	5	12754033	12754034	11702	Zm00001d044673	trans
5	12000000	13000000	hs37	5	12386249	12386250	25500	Zm00001d011412	trans
5	12000000	13000000	hs37	5	12862701	12862702	9360	Zm00001d041323	trans
5	12000000	13000000	hs37	5	12862701	12862702	17388	Zm00001d016856	trans
5	12000000	13000000	hs37	5	12350542	12350543	25577	Zm00001d011534	trans
5	12000000	13000000	hs37	5	12789441	12789442	25828	Zm00001d011913	trans
5	12000000	13000000	hs37	5	12386249	12386250	27059	Zm00001d045755	trans
5	12000000	13000000	hs37	5	12862701	12862702	14592	Zm00001d053782	trans
5	12000000	13000000	hs37	5	12789441	12789442	13681	Zm00001d052312	trans
5	12000000	13000000	hs37	5	12350542	12350543	12340	Zm00001d049734	trans
5	12000000	13000000	hs37	5	12862701	12862702	5211	Zm00001d002274	trans
5	12000000	13000000	hs37	5	12386249	12386250	25009	Zm00001d010572	trans
5	12000000	13000000	hs37	5	12712133	12712134	1157	Zm00001d028905	trans
5	12000000	13000000	hs37	5	12350542	12350543	28763	Zm00001d023208	trans
5	12000000	13000000	hs37	5	12350542	12350543	358	Zm00001d027748	trans
5	12000000	13000000	hs37	5	12386249	12386250	23943	Zm00001d008604	trans
5	12000000	13000000	hs37	5	12862701	12862702	10124	Zm00001d042505	trans
5	12000000	13000000	hs37	5	12862701	12862702	25601	Zm00001d011580	trans
5	12000000	13000000	hs37	5	12278983	12278984	22529	Zm00001d021024	trans
5	12000000	13000000	hs37	5	12350542	12350543	10058	Zm00001d042393	trans
5	12000000	13000000	hs37	5	12789441	12789442	11114	Zm00001d043945	trans
5	12000000	13000000	hs37	5	12862701	12862702	28621	Zm00001d048430	trans
5	12000000	13000000	hs37	5	12386249	12386250	13365	Zm00001d051871	trans
5	12000000	13000000	hs37	5	12350542	12350543	13293	Zm00001d051761	trans
5	12000000	13000000	hs37	5	12754033	12754034	4486	Zm00001d034553	trans
5	12000000	13000000	hs37	5	12350542	12350543	13521	Zm00001d052075	trans
5	12000000	13000000	hs37	5	12350542	12350543	13935	Zm00001d052720	trans
5	12000000	13000000	hs37	5	12386249	12386250	4989	Zm00001d001978	trans
5	12000000	13000000	hs37	5	12350542	12350543	397	Zm00001d027813	trans
5	12000000	13000000	hs37	5	12754033	12754034	12891	Zm00001d051044	trans
5	12000000	13000000	hs37	5	12862701	12862702	9014	Zm00001d040204	trans
5	12000000	13000000	hs37	5	12862701	12862702	7216	Zm00001d006084	trans
5	12000000	13000000	hs37	5	12862701	12862702	18409	Zm00001d018380	trans
5	12000000	13000000	hs37	5	12789441	12789442	18195	Zm00001d018099	trans
5	12000000	13000000	hs37	5	12386249	12386250	12810	Zm00001d050837	trans
5	12000000	13000000	hs37	5	12350542	12350543	27223	Zm00001d046277	trans
5	12000000	13000000	hs37	5	12862701	12862702	13176	Zm00001d000170	trans
5	12000000	13000000	hs37	5	12642552	12642553	15444	Zm00001d013481	cis
5	12000000	13000000	hs37	5	12712133	12712134	23099	Zm00001d021878	trans
5	12000000	13000000	hs37	5	12350542	12350543	22404	Zm00001d020881	trans
5	12000000	13000000	hs37	5	12862701	12862702	6995	Zm00001d005687	trans
5	12000000	13000000	hs37	5	12712133	12712134	19579	Zm00001d037034	trans
5	12000000	13000000	hs37	5	12350542	12350543	4380	Zm00001d034422	trans
5	12000000	13000000	hs37	5	12862701	12862702	24430	Zm00001d009520	trans
5	12000000	13000000	hs37	5	12789441	12789442	27108	Zm00001d045896	trans
5	12000000	13000000	hs37	5	12278983	12278984	15424	Zm00001d013448	cis
5	12000000	13000000	hs37	5	12862701	12862702	23561	Zm00001d022421	trans
5	12000000	13000000	hs37	5	12350542	12350543	25853	Zm00001d011953	trans
5	12000000	13000000	hs37	5	12862701	12862702	1450	Zm00001d029328	trans
5	12000000	13000000	hs37	5	12754033	12754034	17110	Zm00001d016364	trans
5	12000000	13000000	hs37	5	12642552	12642553	24460	Zm00001d009572	trans
5	12000000	13000000	hs37	5	12712133	12712134	22756	Zm00001d021438	trans
5	12000000	13000000	hs37	5	12350542	12350543	10624	Zm00001d043223	trans
5	12000000	13000000	hs37	5	12350542	12350543	17852	Zm00001d017617	trans
5	12000000	13000000	hs37	5	12350542	12350543	15274	Zm00001d013252	cis
5	12000000	13000000	hs37	5	12278983	12278984	15380	Zm00001d013406	cis
5	12000000	13000000	hs37	5	12642552	12642553	28254	Zm00001d047960	trans
5	12000000	13000000	hs37	5	12350542	12350543	26849	Zm00001d045387	trans
5	12000000	13000000	hs37	5	12350542	12350543	24832	Zm00001d010209	trans
5	12000000	13000000	hs37	5	12862701	12862702	26969	Zm00001d045551	trans
5	12000000	13000000	hs37	5	12642552	12642553	15446	Zm00001d013486	cis
5	12000000	13000000	hs37	5	12862701	12862702	860	Zm00001d028481	trans
5	12000000	13000000	hs37	5	12862701	12862702	11321	Zm00001d044232	trans
5	12000000	13000000	hs37	5	12350542	12350543	26321	Zm00001d012611	trans
5	12000000	13000000	hs37	5	12642552	12642553	3450	Zm00001d032972	trans
5	12000000	13000000	hs37	5	12642552	12642553	15448	Zm00001d013487	cis
5	12000000	13000000	hs37	5	12350542	12350543	22001	Zm00001d020225	trans
5	12000000	13000000	hs37	5	12642552	12642553	15452	Zm00001d013490	cis
5	12000000	13000000	hs37	5	12712133	12712134	6727	Zm00001d005109	trans
5	12000000	13000000	hs37	5	12350542	12350543	11052	Zm00001d043838	trans
5	12000000	13000000	hs37	5	12789441	12789442	29733	Zm00001d025111	trans
5	12000000	13000000	hs37	5	12642552	12642553	12588	Zm00001d050219	trans
5	12000000	13000000	hs37	5	12350542	12350543	23669	Zm00001d008189	trans
5	12000000	13000000	hs37	5	12642552	12642553	27081	Zm00001d045804	trans
5	12000000	13000000	hs37	5	12642552	12642553	23068	Zm00001d021838	trans
5	12000000	13000000	hs37	5	12642552	12642553	15455	Zm00001d013493	cis
5	12000000	13000000	hs37	5	12278983	12278984	15370	Zm00001d013389	cis
5	12000000	13000000	hs37	5	12642552	12642553	15445	Zm00001d013485	cis
5	12000000	13000000	hs37	5	12642552	12642553	22283	Zm00001d020688	trans
5	17000000	18000000	hs38	5	17129452	17129453	21411	Zm00001d018857	trans
5	17000000	18000000	hs38	5	17129452	17129453	17819	Zm00001d017568	trans
5	17000000	18000000	hs38	5	17129452	17129453	16390	Zm00001d014895	trans
5	17000000	18000000	hs38	5	17050660	17050661	4078	Zm00001d033984	trans
5	17000000	18000000	hs38	5	17733811	17733812	30468	Zm00001d026329	trans
5	17000000	18000000	hs38	5	17288812	17288813	2748	Zm00001d031849	trans
5	17000000	18000000	hs38	5	17129452	17129453	16885	Zm00001d015837	trans
5	17000000	18000000	hs38	5	17733811	17733812	23038	Zm00001d021803	trans
5	17000000	18000000	hs38	5	17288812	17288813	1493	Zm00001d029416	trans
5	17000000	18000000	hs38	5	17129452	17129453	4638	Zm00001d034733	trans
5	17000000	18000000	hs38	5	17288812	17288813	13461	Zm00001d051998	trans
5	17000000	18000000	hs38	5	17129452	17129453	20849	Zm00001d038775	trans
5	17000000	18000000	hs38	5	17288812	17288813	11998	Zm00001d049155	trans
5	17000000	18000000	hs38	5	17129452	17129453	11652	Zm00001d044649	trans
5	17000000	18000000	hs38	5	17129452	17129453	20448	Zm00001d038290	trans
5	17000000	18000000	hs38	5	17129452	17129453	12030	Zm00001d049191	trans
5	17000000	18000000	hs38	5	17129452	17129453	18499	Zm00001d018450	trans
5	17000000	18000000	hs38	5	17129452	17129453	15650	Zm00001d013728	cis
5	17000000	18000000	hs38	5	17247815	17247816	19248	Zm00001d036418	trans
5	17000000	18000000	hs38	5	17247815	17247816	22264	Zm00001d020669	trans
5	17000000	18000000	hs38	5	17288812	17288813	24466	Zm00001d009580	trans
5	17000000	18000000	hs38	5	17288812	17288813	27266	Zm00001d046396	trans
5	17000000	18000000	hs38	5	17288812	17288813	11854	Zm00001d048835	trans
5	17000000	18000000	hs38	5	17247815	17247816	19452	Zm00001d036738	trans
5	17000000	18000000	hs38	5	17288812	17288813	21909	Zm00001d019988	trans
5	17000000	18000000	hs38	5	17247815	17247816	7649	Zm00001d006684	trans
5	17000000	18000000	hs38	5	17247815	17247816	5159	Zm00001d002166	trans
5	17000000	18000000	hs38	5	17050660	17050661	7999	Zm00001d007225	trans
5	17000000	18000000	hs38	5	17129452	17129453	3090	Zm00001d032385	trans
