id	gid	gchr.g	gpos.g	gchr.p	gpos.p	qchr.g	marker	qpos.g	qleft.g	qright.g	qchr.p	qpos.p	LOD	ADD	Rsqure	type
12213	GRMZM2G129585	4	345.7 	4	32690426 	4	262	347.5 	346.2 	349.5 	4	31384915	33.04 	9.37 	0.60 	cis
12214	GRMZM2G129585	4	345.7 	4	32690426 	2	45	64.7 	60.9 	70.2 	2	4007786	4.65 	-2.45 	0.04 	trans
12215	GRMZM2G129585	4	345.7 	4	32690426 	5	283	377.0 	369.9 	383.6 	5	23535162	4.47 	2.35 	0.04 	trans
12216	GRMZM2G129585	4	345.7 	4	32690426 	1	626	625.3 	621.9 	630.5 	1	182694519	4.49 	2.53 	0.04 	trans
12217	GRMZM2G055499	4	345.7 	4	32790943 	4	262	346.5 	342.1 	352.5 	4	31384915	9.02 	-0.05 	0.26 	cis
12218	GRMZM5G890820	4	345.7 	4	32810691 	3	794	978.0 	969.7 	985.5 	3	217548996	5.03 	-0.38 	0.15 	trans
12219	GRMZM5G890820	4	345.7 	4	32810691 	4	199	280.3 	273.8 	284.9 	4	18457072	4.29 	0.35 	0.13 	trans
12220	GRMZM2G152573	4	345.7 	4	32816490 	4	276	366.7 	362.2 	370.2 	4	41010510	4.73 	-6.70 	0.13 	cis
12221	GRMZM2G152573	4	345.7 	4	32816490 	3	606	742.3 	737.9 	743.4 	3	189008447	4.95 	-7.18 	0.14 	trans
12222	GRMZM2G104942	4	345.7 	4	33120128 	5	359	473.7 	472.8 	475.7 	5	67331598	9.73 	-2.77 	0.28 	trans
12223	GRMZM2G402653	4	345.8 	4	33361343 	5	13	17.9 	16.1 	19.9 	5	1542892	9.11 	-6.04 	0.28 	trans
12224	GRMZM2G092535	4	345.8 	4	33430613 	4	262	346.5 	346.2 	348.5 	4	31384915	62.65 	8.71 	0.92 	cis
12225	GRMZM2G092451	4	345.8 	4	33435957 	4	253	342.1 	339.2 	356.5 	4	31178591	4.96 	1.47 	0.14 	cis
12226	GRMZM2G139550	4	345.8 	4	33676699 	4	262	346.5 	346.2 	348.5 	4	31384915	62.31 	5.68 	0.93 	cis
12227	GRMZM2G139550	4	345.8 	4	33676699 	2	568	751.7 	744.8 	758.7 	2	204759106	4.44 	-0.74 	0.02 	trans
12228	GRMZM5G870572	4	345.8 	4	33700798 	4	262	346.5 	346.2 	348.5 	4	31384915	21.32 	0.50 	0.50 	cis
12229	GRMZM5G870572	4	345.8 	4	33700798 	5	82	139.4 	137.4 	142.9 	5	4310116	5.47 	-0.22 	0.09 	trans
12230	GRMZM2G441722	4	345.8 	4	33819070 	4	262	346.5 	346.2 	348.5 	4	31384915	25.94 	-0.14 	0.63 	cis
12231	GRMZM2G088648	4	345.8 	4	34015292 	4	262	347.5 	346.5 	351.5 	4	31384915	66.56 	2.44 	0.93 	cis
12232	GRMZM2G088549	4	345.8 	4	34021676 	4	258	345.7 	346.5 	349.5 	4	34408366	35.12 	-1.77 	0.73 	cis
12233	GRMZM2G030831	4	345.9 	4	34081758 	4	262	347.5 	346.5 	353.5 	4	31384915	27.42 	2.73 	0.56 	cis
12234	GRMZM2G000481	4	346.0 	4	34339504 	4	258	345.7 	346.5 	349.5 	4	34408366	52.88 	1.87 	0.74 	cis
12235	GRMZM2G000481	4	346.0 	4	34339504 	10	195	226.2 	218.5 	232.8 	10	82447084	8.32 	-0.43 	0.04 	trans
12236	GRMZM2G157306	4	346.1 	4	34470900 	2	722	999.2 	991.2 	1004.2 	2	224174838	6.91 	-0.36 	0.21 	trans
12237	GRMZM5G805675	4	346.1 	4	34545715 	4	262	346.5 	340.7 	350.5 	4	31384915	8.98 	-0.33 	0.24 	cis
12238	GRMZM5G805675	4	346.1 	4	34545715 	2	391	502.5 	498.1 	506.4 	2	113209111	4.86 	-0.25 	0.12 	trans
12239	GRMZM2G091811	4	346.1 	4	34556773 	3	67	113.6 	107.9 	119.7 	3	4342478	5.17 	0.30 	0.14 	trans
12240	GRMZM2G039934	4	346.2 	4	34802715 	4	258	345.7 	345.1 	347.5 	4	34408366	19.61 	-3.07 	0.46 	cis
12241	GRMZM2G039934	4	346.2 	4	34802715 	5	442	532.8 	531.1 	536.1 	5	164054744	4.28 	1.17 	0.07 	trans
12242	GRMZM2G145972	4	349.0 	4	35212585 	1	147	134.4 	129.7 	135.8 	1	12141788	4.60 	-0.61 	0.13 	trans
12243	GRMZM2G145951	4	349.0 	4	35218530 	4	263	356.5 	352.5 	357.5 	4	35397636	17.04 	-1.91 	0.40 	cis
12244	GRMZM2G145951	4	349.0 	4	35218530 	3	262	415.4 	413.5 	419.9 	3	28619822	6.25 	1.51 	0.12 	trans
12245	GRMZM2G446189	4	349.1 	4	35222451 	2	417	527.0 	522.0 	536.2 	2	151888890	5.14 	-0.12 	0.20 	trans
12246	GRMZM2G446189	4	349.1 	4	35222451 	9	170	215.7 	208.8 	219.3 	9	16406446	5.72 	0.11 	0.19 	trans
12247	GRMZM2G574858	4	351.1 	4	35520313 	4	263	356.5 	354.5 	357.5 	4	35397636	31.16 	1.94 	0.67 	cis
12248	GRMZM2G064547	4	351.3 	4	35549288 	4	263	356.5 	350.5 	357.8 	4	35397636	14.02 	1.19 	0.31 	cis
12249	GRMZM2G064501	4	351.3 	4	35551883 	4	263	356.5 	354.5 	357.5 	4	35397636	44.11 	0.97 	0.79 	cis
12250	GRMZM2G017586	4	351.5 	4	35576768 	4	262	354.5 	350.5 	356.5 	4	31384915	13.79 	2.49 	0.22 	cis
12251	GRMZM2G169593	4	353.8 	4	35918963 	9	655	723.7 	718.0 	728.8 	9	154386065	4.96 	-0.92 	0.14 	trans
12252	GRMZM2G074087	4	354.3 	4	35986227 	2	668	919.5 	912.2 	926.3 	2	215599300	4.74 	-0.84 	0.14 	trans
12253	GRMZM2G074087	4	354.3 	4	35986227 	1	657	674.9 	661.6 	678.1 	1	188772606	4.57 	0.83 	0.14 	trans
12254	GRMZM2G400135	4	354.5 	4	36024735 	1	1055	1115.3 	1113.9 	1118.8 	1	271470202	5.86 	-0.17 	0.18 	trans
12255	GRMZM2G131329	4	354.7 	4	36047300 	4	263	357.5 	356.5 	357.8 	4	35397636	28.60 	-1.10 	0.59 	cis
12256	GRMZM2G179976	4	355.2 	4	36123949 	4	263	357.5 	356.5 	357.8 	4	35397636	46.44 	49.36 	0.86 	cis
12257	GRMZM2G111247	4	355.8 	4	36207552 	10	201	232.8 	229.8 	233.2 	10	91267043	4.47 	-1.88 	0.13 	trans
12258	GRMZM2G088511	4	356.5 	4	36306466 	2	597	786.8 	784.0 	798.1 	2	209208010	5.02 	-20.80 	0.14 	trans
12259	GRMZM2G088511	4	356.5 	4	36306466 	5	687	839.1 	836.3 	843.3 	5	211550438	4.79 	-20.28 	0.13 	trans
12260	GRMZM2G088511	4	356.5 	4	36306466 	8	567	720.3 	715.7 	724.7 	8	167996274	4.69 	20.20 	0.12 	trans
12261	GRMZM2G390489	4	356.5 	4	36309526 	4	276	366.7 	364.5 	368.9 	4	41010510	4.67 	-0.33 	0.12 	cis
12262	GRMZM2G390489	4	356.5 	4	36309526 	2	332	451.2 	444.4 	456.9 	2	44356980	5.15 	-0.40 	0.18 	trans
12263	GRMZM2G089086	4	356.5 	4	36312789 	4	267	359.8 	359.2 	363.2 	4	36544199	24.30 	0.36 	0.60 	cis
12264	GRMZM2G089106	4	356.5 	4	36317628 	3	78	142.2 	124.8 	147.7 	3	4792313	4.74 	-0.16 	0.12 	trans
12265	GRMZM2G089106	4	356.5 	4	36317628 	6	47	98.1 	91.0 	102.0 	6	20868470	4.31 	-0.15 	0.11 	trans
12266	GRMZM2G131473	4	357.2 	4	36410218 	4	267	359.8 	359.2 	363.2 	4	36544199	45.87 	5.39 	0.76 	cis
12267	GRMZM2G131473	4	357.2 	4	36410218 	1	918	959.6 	956.5 	967.9 	1	235845105	5.52 	-1.12 	0.03 	trans
12268	GRMZM2G131595	4	357.2 	4	36416506 	4	267	359.8 	359.2 	363.2 	4	36544199	28.52 	1.09 	0.30 	cis
12269	GRMZM2G475647	4	357.4 	4	36442047 	4	267	359.8 	359.2 	363.2 	4	36544199	43.70 	-0.73 	0.78 	cis
12270	GRMZM2G007981	4	357.8 	4	36494379 	4	267	359.8 	357.5 	363.2 	4	36544199	25.30 	0.42 	0.55 	cis
12271	GRMZM2G007981	4	357.8 	4	36494379 	1	105	96.5 	95.2 	97.3 	1	7692585	6.13 	-0.18 	0.10 	trans
12272	GRMZM2G007587	4	357.9 	4	36516843 	4	267	359.8 	359.2 	363.2 	4	36544199	56.39 	-2.64 	0.82 	cis
12273	GRMZM2G142157	4	358.1 	4	36547189 	4	268	361.4 	360.4 	362.2 	4	36883308	45.31 	-1.67 	0.79 	cis
12274	GRMZM2G050118	4	359.3 	4	36726398 	4	267	359.8 	359.2 	364.0 	4	36544199	18.50 	2.26 	0.49 	cis
12275	GRMZM2G351382	4	359.6 	4	36763265 	4	267	359.8 	358.5 	363.2 	4	36544199	23.27 	0.74 	0.49 	cis
12276	GRMZM2G351382	4	359.6 	4	36763265 	2	245	372.9 	371.8 	381.2 	2	20530792	5.37 	0.35 	0.07 	trans
12277	GRMZM2G046804	4	360.4 	4	36882485 	4	268	361.4 	360.4 	362.2 	4	36883308	37.53 	-93.59 	0.77 	cis
12278	GRMZM2G508530	4	360.6 	4	36906568 	9	317	367.0 	361.6 	372.7 	9	113662766	5.41 	-0.05 	0.16 	trans
12279	GRMZM2G508530	4	360.6 	4	36906568 	7	55	101.4 	100.2 	107.7 	7	3002604	5.39 	0.06 	0.16 	trans
12280	GRMZM2G049185	4	360.6 	4	36909913 	1	1290	1367.5 	1366.9 	1369.5 	1	299500104	5.42 	1.41 	0.19 	trans
12281	GRMZM2G170262	4	360.8 	4	36930764 	4	284	369.2 	368.4 	369.5 	4	36963762	9.00 	0.44 	0.22 	cis
12282	GRMZM2G302160	4	361.5 	4	37014191 	4	284	369.2 	368.9 	371.2 	4	36963762	19.81 	1.04 	0.50 	cis
12283	GRMZM2G302160	4	361.5 	4	37014191 	1	430	440.3 	436.4 	450.0 	1	59957512	5.07 	0.46 	0.09 	trans
12284	GRMZM2G302259	4	361.5 	4	37022505 	4	276	366.7 	364.5 	368.9 	4	41010510	62.83 	9.90 	0.90 	cis
12285	GRMZM2G308944	4	362.1 	4	37098758 	4	291	372.3 	369.2 	377.7 	4	43947638	9.41 	-0.81 	0.24 	cis
12286	GRMZM2G308944	4	362.1 	4	37098758 	2	44	63.6 	62.8 	64.6 	2	3339313	4.79 	-1.21 	0.11 	trans
12287	GRMZM2G008482	4	362.2 	4	37102258 	2	568	762.7 	756.7 	769.2 	2	204759106	6.23 	-0.15 	0.17 	trans
12288	GRMZM2G064133	4	363.2 	4	37226252 	2	603	800.8 	798.1 	803.7 	2	209286926	6.52 	-2.63 	0.19 	trans
12289	GRMZM2G064133	4	363.2 	4	37226252 	1	199	193.7 	192.9 	199.9 	1	17584056	5.02 	-2.28 	0.14 	trans
12290	GRMZM2G064133	4	363.2 	4	37226252 	6	79	128.7 	128.3 	132.1 	6	79327344	4.71 	3.51 	0.13 	trans
12291	GRMZM2G363540	4	363.2 	4	37230840 	1	252	235.3 	233.5 	250.1 	1	25531381	5.07 	0.18 	0.13 	trans
12292	GRMZM2G363540	4	363.2 	4	37230840 	5	500	607.4 	606.8 	615.4 	5	175592540	4.90 	-0.17 	0.12 	trans
12293	GRMZM2G420812	4	363.7 	4	37297438 	4	276	366.7 	364.5 	368.9 	4	41010510	41.12 	1.61 	0.79 	cis
12294	GRMZM2G062591	4	363.9 	4	37322793 	10	484	573.2 	572.1 	578.1 	10	144918402	7.28 	1.03 	0.21 	trans
12295	GRMZM2G062476	4	364.1 	4	37348089 	4	80	111.1 	109.8 	111.8 	4	4859410	4.53 	0.38 	0.14 	trans
12296	GRMZM2G092432	4	364.5 	4	37389760 	4	286	370.2 	368.9 	372.3 	4	39326006	20.99 	0.99 	0.49 	cis
12297	GRMZM2G324643	4	365.9 	4	37570921 	4	276	366.7 	364.0 	368.9 	4	41010510	11.18 	2.33 	0.29 	cis
12298	GRMZM2G158034	4	366.1 	4	37594844 	4	258	345.7 	342.1 	346.5 	4	34408366	12.01 	6.39 	0.32 	cis
12299	GRMZM2G158034	4	366.1 	4	37594844 	7	441	543.1 	538.8 	544.3 	7	158334460	6.77 	4.52 	0.17 	trans
12300	GRMZM2G112050	4	367.5 	4	37762923 	4	276	366.7 	364.5 	368.9 	4	41010510	42.77 	-15.57 	0.74 	cis
12301	GRMZM2G112050	4	367.5 	4	37762923 	6	54	105.6 	96.6 	106.6 	6	21324492	7.17 	-4.11 	0.05 	trans
12302	GRMZM2G069102	4	369.0 	4	38024696 	4	286	370.2 	369.2 	371.2 	4	39326006	86.22 	3.48 	0.95 	cis
12303	GRMZM2G103430	4	369.1 	4	38183485 	7	485	592.7 	580.3 	596.4 	7	162258184	5.00 	1.56 	0.15 	trans
12304	GRMZM2G162079	4	369.2 	4	38295209 	1	858	892.1 	890.8 	897.0 	1	223621992	4.23 	-0.42 	0.12 	trans
12305	GRMZM2G123257	4	369.5 	4	38571050 	4	271	364.5 	363.2 	366.7 	4	38515734	19.40 	0.21 	0.48 	cis
12306	GRMZM2G123257	4	369.5 	4	38571050 	6	78	128.3 	122.7 	133.6 	6	55430396	4.44 	-0.06 	0.07 	trans
12307	GRMZM2G105438	4	369.7 	4	38757352 	4	286	370.2 	369.2 	371.2 	4	39326006	42.85 	-8.48 	0.68 	cis
12308	GRMZM2G159250	4	369.7 	4	38823419 	4	298	378.3 	377.7 	382.2 	4	49285560	4.50 	0.50 	0.09 	cis
12309	GRMZM5G833054	4	369.7 	4	38839573 	2	243	372.3 	368.2 	378.2 	2	20462262	4.51 	0.40 	0.14 	trans
12310	GRMZM2G064807	4	369.8 	4	38937577 	1	654	672.6 	659.2 	672.9 	1	188108134	4.26 	0.62 	0.15 	trans
12311	GRMZM2G158153	4	370.0 	4	39094154 	4	279	368.4 	366.7 	371.2 	4	41865045	8.06 	-2.52 	0.22 	cis
12312	GRMZM2G158153	4	370.0 	4	39094154 	3	756	941.9 	936.8 	944.1 	3	212997146	4.34 	2.07 	0.11 	trans
12313	GRMZM2G318860	4	370.1 	4	39236007 	4	408	467.8 	462.3 	473.3 	4	158568838	4.68 	-0.19 	0.13 	trans
12314	GRMZM2G025037	4	370.1 	4	39247667 	8	366	455.6 	453.9 	456.4 	8	118688942	7.33 	-0.69 	0.23 	trans
12315	GRMZM2G005583	4	370.2 	4	39324683 	4	287	371.2 	369.2 	372.3 	4	43144635	10.76 	0.40 	0.28 	cis
12316	GRMZM2G005737	4	370.2 	4	39330591 	7	195	281.1 	276.3 	285.9 	7	29168320	6.35 	0.71 	0.17 	trans
12317	GRMZM2G359260	4	370.4 	4	39543993 	4	276	366.7 	362.2 	369.2 	4	41010510	8.24 	0.03 	0.24 	cis
12318	GRMZM2G359260	4	370.4 	4	39543993 	2	305	424.7 	421.0 	428.7 	2	38436308	5.52 	0.03 	0.15 	trans
12319	GRMZM2G059432	4	370.4 	4	39549547 	4	286	370.2 	369.2 	371.2 	4	39326006	58.53 	1.77 	0.86 	cis
12320	GRMZM2G059544	4	370.4 	4	39557917 	4	286	370.2 	369.2 	371.2 	4	39326006	25.96 	0.95 	0.54 	cis
12321	GRMZM2G059544	4	370.4 	4	39557917 	7	477	578.2 	576.8 	579.3 	7	161809452	5.48 	-0.34 	0.07 	trans
12322	GRMZM2G059544	4	370.4 	4	39557917 	2	442	575.4 	566.2 	582.3 	2	178165255	4.46 	0.30 	0.05 	trans
12323	GRMZM2G135526	4	370.4 	4	39594525 	7	231	324.4 	324.0 	325.1 	7	115517328	7.38 	-0.27 	0.19 	trans
12324	GRMZM2G135526	4	370.4 	4	39594525 	10	104	141.9 	139.6 	143.7 	10	6991516	5.03 	0.22 	0.12 	trans
12325	GRMZM2G135526	4	370.4 	4	39594525 	2	442	575.4 	569.6 	582.4 	2	178165255	4.64 	0.21 	0.11 	trans
12326	GRMZM2G135547	4	370.4 	4	39598419 	1	252	235.3 	233.2 	236.3 	1	25531381	6.58 	-0.34 	0.18 	trans
12327	GRMZM2G135547	4	370.4 	4	39598419 	10	149	184.7 	174.2 	189.6 	10	24951184	4.51 	0.28 	0.12 	trans
12328	GRMZM2G135568	4	370.4 	4	39602755 	9	361	411.7 	405.3 	415.2 	9	128599428	5.16 	-0.18 	0.15 	trans
12329	GRMZM2G135568	4	370.4 	4	39602755 	1	207	200.5 	199.4 	204.8 	1	18607686	4.90 	-0.17 	0.14 	trans
12330	GRMZM2G000592	4	370.6 	4	39781396 	5	746	909.9 	909.5 	917.5 	5	214520666	4.89 	0.18 	0.14 	trans
12331	GRMZM2G000592	4	370.6 	4	39781396 	1	724	750.7 	748.6 	752.1 	1	199875394	4.23 	0.15 	0.12 	trans
12332	GRMZM5G863229	4	370.6 	4	39785610 	6	99	162.8 	152.3 	164.5 	6	89123426	6.72 	-0.24 	0.20 	trans
12333	AC193632.2_FG002	4	370.6 	4	39795758 	5	384	489.8 	488.8 	490.2 	5	78582571	8.97 	-0.26 	0.30 	trans
12334	AC193632.2_FG002	4	370.6 	4	39795758 	9	342	390.7 	385.6 	395.7 	9	125528174	4.30 	-0.03 	0.10 	trans
12335	GRMZM2G056573	4	370.7 	4	39976988 	4	510	657.7 	651.3 	658.9 	4	179802292	4.76 	-0.44 	0.12 	trans
12336	GRMZM2G056573	4	370.7 	4	39976988 	1	151	141.8 	135.2 	146.1 	1	12421578	4.36 	-0.40 	0.11 	trans
12337	GRMZM2G157925	4	370.8 	4	40008428 	3	772	953.4 	947.6 	957.1 	3	214479864	5.98 	0.76 	0.17 	trans
12338	GRMZM2G157925	4	370.8 	4	40008428 	8	158	228.3 	219.7 	232.2 	8	12195902	4.46 	0.77 	0.13 	trans
12339	GRMZM2G043162	4	370.9 	4	40157620 	4	327	398.1 	387.4 	399.5 	4	82643202	5.20 	0.07 	0.14 	trans
12340	GRMZM2G059179	4	371.0 	4	40348232 	5	203	286.6 	282.8 	298.2 	5	11904200	4.45 	-0.41 	0.15 	trans
12341	GRMZM2G059266	4	371.0 	4	40356719 	4	267	359.8 	356.5 	364.0 	4	36544199	8.27 	0.41 	0.24 	cis
12342	GRMZM2G360352	4	371.1 	4	40386103 	4	291	372.3 	371.2 	376.7 	4	43947638	5.50 	-0.08 	0.15 	cis
12343	GRMZM2G360352	4	371.1 	4	40386103 	3	563	690.0 	684.5 	690.8 	3	184142138	5.22 	0.08 	0.15 	trans
12344	GRMZM2G360352	4	371.1 	4	40386103 	8	458	578.8 	578.4 	584.6 	8	160789285	4.20 	-0.07 	0.11 	trans
12345	GRMZM2G059325	4	371.1 	4	40390090 	4	276	366.7 	362.2 	368.9 	4	41010510	8.79 	1.68 	0.22 	cis
12346	GRMZM2G059325	4	371.1 	4	40390090 	2	537	725.1 	718.5 	730.6 	2	200271613	5.86 	-1.28 	0.14 	trans
12347	GRMZM2G059325	4	371.1 	4	40390090 	1	664	680.6 	674.0 	686.4 	1	190884540	4.26 	1.16 	0.10 	trans
12348	GRMZM2G154766	4	371.2 	4	40537339 	4	271	364.5 	362.2 	366.7 	4	38515734	28.57 	0.28 	0.58 	cis
12349	GRMZM2G154766	4	371.2 	4	40537339 	7	390	473.1 	466.1 	474.9 	7	153197150	7.92 	-0.11 	0.10 	trans
12350	GRMZM2G154766	4	371.2 	4	40537339 	6	205	292.1 	282.7 	298.4 	6	111766558	5.80 	0.09 	0.07 	trans
12351	GRMZM2G113181	4	371.3 	4	40700375 	4	721	849.0 	847.5 	857.4 	4	236911800	11.63 	-0.70 	0.31 	trans
12352	GRMZM2G046503	4	371.3 	4	40703263 	3	547	661.2 	657.6 	668.9 	3	182333892	5.40 	0.07 	0.14 	trans
12353	GRMZM2G046503	4	371.3 	4	40703263 	5	566	687.4 	683.0 	692.5 	5	189265766	4.37 	0.07 	0.11 	trans
12354	GRMZM2G134770	4	371.6 	4	41034011 	4	283	368.9 	362.2 	375.7 	4	42393609	7.25 	-0.60 	0.18 	cis
12355	GRMZM2G134770	4	371.6 	4	41034011 	7	440	534.8 	524.7 	543.1 	7	158229708	4.61 	0.58 	0.17 	trans
12356	GRMZM2G138198	4	371.9 	4	41357614 	4	276	366.7 	364.5 	368.9 	4	41010510	29.01 	0.17 	0.57 	cis
12357	GRMZM2G138060	4	371.9 	4	41373905 	4	276	366.7 	364.5 	368.9 	4	41010510	10.36 	0.55 	0.25 	cis
12358	GRMZM2G138060	4	371.9 	4	41373905 	3	752	939.4 	933.3 	944.1 	3	212183872	5.42 	-0.40 	0.12 	trans
12359	GRMZM2G174202	4	372.1 	4	41667198 	4	306	383.7 	378.5 	389.4 	4	66618224	6.96 	1.27 	0.19 	trans
12360	GRMZM2G174202	4	372.1 	4	41667198 	3	284	429.1 	427.2 	433.9 	3	44818278	6.20 	-1.23 	0.17 	trans
12361	GRMZM2G035118	4	372.2 	4	41788722 	4	291	373.3 	370.2 	378.3 	4	43947638	5.00 	-0.94 	0.17 	cis
12362	GRMZM2G035118	4	372.2 	4	41788722 	9	316	363.4 	356.2 	370.0 	9	113003940	5.78 	1.68 	0.17 	trans
12363	GRMZM2G124530	4	372.3 	4	41839559 	4	276	366.7 	363.2 	368.9 	4	41010510	16.14 	1.66 	0.37 	cis
12364	GRMZM2G009214	4	372.3 	4	41892824 	9	441	485.1 	483.6 	492.4 	9	140350554	5.74 	-0.72 	0.14 	trans
12365	GRMZM2G009214	4	372.3 	4	41892824 	1	656	674.0 	667.6 	676.9 	1	188184846	5.48 	-0.74 	0.13 	trans
12366	GRMZM2G075655	4	372.2 	4	41958722 	4	283	368.9 	371.2 	372.3 	4	42393609	79.23 	9.00 	0.96 	cis
12367	GRMZM2G075655	4	372.2 	4	41958722 	5	397	500.1 	496.5 	504.9 	5	113444540	4.30 	0.75 	0.01 	trans
12368	GRMZM2G075496	4	371.9 	4	42103692 	4	283	368.9 	370.2 	372.3 	4	42393609	38.34 	0.56 	0.69 	cis
12369	GRMZM2G377165	4	371.8 	4	42146510 	4	283	368.9 	371.2 	372.3 	4	42393609	48.98 	-2.26 	0.70 	cis
12370	GRMZM2G377165	4	371.8 	4	42146510 	6	53	104.6 	97.6 	114.9 	6	26596250	4.90 	0.39 	0.02 	trans
12371	GRMZM2G105901	4	371.8 	4	42151681 	4	516	660.0 	659.4 	664.2 	4	180436524	6.51 	0.44 	0.17 	trans
12372	GRMZM2G105901	4	371.8 	4	42151681 	2	44	63.6 	57.8 	64.7 	2	3339313	5.39 	-0.40 	0.14 	trans
12373	GRMZM2G105901	4	371.8 	4	42151681 	5	39	64.2 	56.7 	69.4 	5	2284092	4.48 	0.35 	0.12 	trans
12374	GRMZM2G064584	4	370.9 	4	42636643 	4	287	371.2 	370.2 	372.3 	4	43144635	16.58 	0.48 	0.18 	cis
12375	GRMZM2G064584	4	370.9 	4	42636643 	8	467	591.6 	591.1 	595.5 	8	161762652	36.24 	-0.89 	0.67 	trans
12376	GRMZM2G065225	4	370.5 	4	42814582 	4	286	370.2 	369.2 	372.3 	4	39326006	22.49 	0.21 	0.58 	cis
12377	GRMZM2G065225	4	370.5 	4	42814582 	1	1244	1297.2 	1291.2 	1300.5 	1	295821364	5.67 	-0.09 	0.10 	trans
12378	GRMZM2G065244	4	370.5 	4	42820296 	2	48	69.6 	63.6 	71.7 	2	3692186	5.97 	-0.33 	0.16 	trans
12379	GRMZM2G065244	4	370.5 	4	42820296 	10	130	166.6 	163.8 	171.2 	10	14475952	5.59 	0.31 	0.14 	trans
12380	GRMZM2G065244	4	370.5 	4	42820296 	1	287	280.2 	274.0 	284.8 	1	32052135	4.80 	0.32 	0.14 	trans
12381	GRMZM2G164759	4	369.7 	4	43233059 	1	43	31.5 	26.3 	38.0 	1	4047562	4.38 	-0.29 	0.14 	trans
12382	GRMZM2G164735	4	369.7 	4	43240396 	1	249	235.2 	233.2 	236.3 	1	25426659	5.98 	-0.81 	0.16 	trans
12383	GRMZM2G164735	4	369.7 	4	43240396 	5	361	474.7 	471.4 	478.5 	5	67635370	5.75 	-0.80 	0.16 	trans
12384	GRMZM2G164735	4	369.7 	4	43240396 	7	196	282.8 	277.3 	288.8 	7	29170439	4.83 	-0.75 	0.13 	trans
12385	GRMZM2G052357	4	369.0 	4	43592421 	4	287	371.2 	370.2 	372.3 	4	43144635	30.40 	1.29 	0.61 	cis
12386	GRMZM2G037496	4	369.8 	4	43755577 	2	474	626.6 	620.5 	632.2 	2	189020436	6.48 	-0.57 	0.19 	trans
12387	GRMZM2G037496	4	369.8 	4	43755577 	3	385	508.9 	504.6 	516.7 	3	146633675	5.68 	0.41 	0.16 	trans
12388	GRMZM2G037496	4	369.8 	4	43755577 	9	562	617.2 	614.8 	624.3 	9	150218706	4.33 	-0.35 	0.12 	trans
12389	GRMZM2G035563	4	370.4 	4	43829790 	4	770	900.2 	899.3 	904.6 	4	238989979	5.03 	-0.15 	0.14 	trans
12390	GRMZM2G702426	4	372.4 	4	44063162 	2	94	136.5 	127.8 	140.6 	2	5925219	4.84 	5.05 	0.15 	trans
12391	GRMZM2G100457	4	372.9 	4	44129596 	8	490	615.0 	610.1 	624.5 	8	163369220	5.50 	-0.21 	0.15 	trans
12392	GRMZM2G100457	4	372.9 	4	44129596 	1	503	528.4 	522.6 	533.2 	1	87307240	4.71 	0.20 	0.13 	trans
12393	GRMZM2G014612	4	373.4 	4	44185474 	10	500	592.4 	590.3 	599.2 	10	145316284	4.33 	0.44 	0.14 	trans
12394	GRMZM2G163905	4	374.1 	4	44265199 	10	473	566.6 	565.3 	570.1 	10	144228587	4.70 	0.07 	0.14 	trans
12395	GRMZM2G094526	4	375.7 	4	44460788 	8	256	341.1 	335.9 	346.6 	8	25344518	5.01 	-0.33 	0.14 	trans
12396	GRMZM2G094526	4	375.7 	4	44460788 	5	551	667.6 	665.9 	675.2 	5	188389696	4.69 	-0.31 	0.12 	trans
12397	GRMZM2G101511	4	376.0 	4	44510567 	9	503	557.0 	553.2 	559.6 	9	146426068	5.68 	0.09 	0.16 	trans
12398	GRMZM5G896883	4	377.4 	4	44764896 	4	292	377.7 	375.3 	378.3 	4	44462130	79.60 	5.18 	0.94 	cis
12399	GRMZM5G896883	4	377.4 	4	44764896 	3	70	119.7 	118.8 	120.7 	3	4343106	9.07 	3.16 	0.02 	trans
12400	AC233751.1_FG002	4	377.5 	4	44782306 	2	406	512.8 	509.3 	516.1 	2	144073738	8.59 	-0.12 	0.21 	trans
12401	AC233751.1_FG002	4	377.5 	4	44782306 	4	211	299.8 	295.5 	304.7 	4	21521304	8.35 	0.11 	0.21 	trans
12402	AC233751.1_FG002	4	377.5 	4	44782306 	9	132	175.2 	170.8 	181.1 	9	13490918	4.34 	0.08 	0.10 	trans
12403	GRMZM2G097395	4	378.5 	4	44956137 	4	292	377.7 	374.3 	378.3 	4	44462130	39.04 	0.83 	0.72 	cis
12404	GRMZM2G097395	4	378.5 	4	44956137 	7	75	133.2 	130.0 	142.0 	7	4390258	4.62 	-0.20 	0.04 	trans
12405	GRMZM2G398135	4	378.5 	4	45123609 	4	299	378.5 	378.3 	380.5 	4	44955294	61.98 	-0.94 	0.92 	cis
12406	GRMZM2G071575	4	378.6 	4	45263374 	1	685	707.0 	705.9 	708.7 	1	194618030	25.89 	-0.36 	0.64 	trans
12407	GRMZM2G070693	4	378.6 	4	45268083 	4	292	377.7 	375.7 	378.3 	4	44462130	9.15 	1.62 	0.28 	cis
12408	GRMZM2G070693	4	378.6 	4	45268083 	1	922	964.6 	962.8 	965.7 	1	240328238	6.31 	-1.19 	0.15 	trans
12409	GRMZM5G868423	4	378.6 	4	45533894 	4	358	415.5 	410.3 	419.6 	4	144598864	6.33 	0.57 	0.16 	trans
