"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX243245","""Zea mays, MS224 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395123","Maize","813.72","1","6769835","1353967000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243244","""Zea mays, MS223 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395122","Maize","1170.19","1","8751891","1750378200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243243","""Zea mays, MS222 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395121","Maize","821.1","1","6141619","1228323800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243242","""Zea mays, MS221 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395120","Maize","1378.58","1","11483199","2296639800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243241","""Zea mays, MS211 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395119","Maize","1427.64","1","11323997","2264799400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243240","""Zea mays, MS153 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395118","Maize","904.74","1","7337034","1467406800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243239","""Zea mays, MS142 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395117","Maize","927.04","1","7431805","1486361000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243238","""Zea mays, MS132 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395116","Maize","902.98","1","7415643","1483128600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243237","""Zea mays, MS12 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395115","Maize","1137.84","1","9286556","1857311200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243236","""Zea mays, MS116 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395114","Maize","1372.88","1","10748414","2149682800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243235","""Zea mays, MS106 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395113","Maize","1818.01","1","13632952","2726590400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243234","""Zea mays, Mp339 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395112","Maize","1762.03","1","14283931","2856786200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243233","""Zea mays, MoG RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395111","Maize","991.27","1","8134192","1626838400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243232","""Zea mays, Mo7 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395110","Maize","977.03","1","8055102","1611020400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243231","""Zea mays, Mo5 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395109","Maize","2925.61","1","22549914","4509982800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243230","""Zea mays, Mo47 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395108","Maize","1729.43","1","14480087","2896017400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243229","""Zea mays, Mo45 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395107","Maize","1750.8","1","13632193","2726438600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243228","""Zea mays, Mo44 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395106","Maize","1462.75","1","11941384","2388276800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243227","""Zea mays, Mo39 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395105","Maize","3314.26","1","26650487","5330097400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243226","""Zea mays, Mo30W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395104","Maize","1897.17","1","15213274","3042654800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243225","""Zea mays, Mo3 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395103","Maize","993.45","1","8192207","1638441400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243224","""Zea mays, Mo28W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395102","Maize","997.41","1","8218823","1643764600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243223","""Zea mays, Mo24W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395101","Maize","1217.64","1","10388957","2077791400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243222","""Zea mays, Mo23W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395100","Maize","2864.13","1","22134763","4426952600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243221","""Zea mays, Mo17 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395099","Maize","26182.16","1","211552284","42310456800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243220","""Zea mays, Mo15W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395098","Maize","1070.71","1","8685101","1737020200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243219","""Zea mays, MEF156-55-2 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395097","Maize","1058.02","1","8627631","1725526200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243218","""Zea mays, M37W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395096","Maize","1159.07","1","9411902","1882380400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243217","""Zea mays, M162W RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395095","Maize","1164.63","1","9846101","1969220200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243216","""Zea mays, M14 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395094","Maize","751.99","1","6502916","1300583200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243215","""Zea mays, LP5 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395093","Maize","663.08","1","4967590","993518000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243214","""Zea mays, LH93 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395092","Maize","1424.99","1","11498266","2299653200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243213","""Zea mays, LH82 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395091","Maize","1629.77","1","13388460","2677692000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243212","""Zea mays, LH61 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395090","Maize","1102.92","1","8883451","1776690200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243211","""Zea mays, LH60 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395089","Maize","644.7","1","5230985","1046197000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243210","""Zea mays, LH59 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395088","Maize","788.98","1","6340834","1268166800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243209","""Zea mays, LH39 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395087","Maize","1696.82","1","13729557","2745911400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243208","""Zea mays, LH38 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395086","Maize","1659.48","1","13430246","2686049200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243207","""Zea mays, LH149 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395085","Maize","3561.73","1","30127860","6025572000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243206","""Zea mays, LH145 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395084","Maize","2235.32","1","18192499","3638499800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243205","""Zea mays, LH143_(maintainer) RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395083","Maize","5503.57","1","45626232","9125246400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243204","""Zea mays, LH123HT RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395082","Maize","732.57","1","5658961","1131792200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243203","""Zea mays, LH1 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395081","Maize","1390.85","1","11349990","2269998000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243202","""Zea mays, L317 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395080","Maize","1193.01","1","9840201","1968040200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243201","""Zea mays, L_289 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395079","Maize","2305.1","1","18840066","3768013200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243200","""Zea mays, Ky228 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395078","Maize","1527.92","1","13144361","2628872200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243199","""Zea mays, Ky226 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395077","Maize","1153.68","1","9790098","1958019600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243198","""Zea mays, Ky21 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395076","Maize","1061.82","1","7899093","1579818600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243197","""Zea mays, KUNG-70 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395075","Maize","2249.9","1","17240354","3448070800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243196","""Zea mays, KO679Y RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395074","Maize","637.86","1","5181648","1036329600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243195","""Zea mays, Ki43 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395073","Maize","1153.44","1","9276851","1855370200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243194","""Zea mays, Ki3 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395072","Maize","1588.81","1","13891517","2778303400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243193","""Zea mays, Ki21 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395071","Maize","815.92","1","6701137","1340227400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243192","""Zea mays, Ki11 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395070","Maize","1560.06","1","12698889","2539777800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243191","""Zea mays, K64 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395069","Maize","1787.43","1","14646070","2929214000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243190","""Zea mays, K55 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395068","Maize","2025.86","1","16000124","3200024800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243189","""Zea mays, K47 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395067","Maize","1107.88","1","9250244","1850048800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243188","""Zea mays, K41 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395066","Maize","1084.7","1","8771212","1754242400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243187","""Zea mays, K4 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395065","Maize","1731.73","1","14710062","2942012400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243186","""Zea mays, K201 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395064","Maize","1521.1","1","12290238","2458047600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243185","""Zea mays, K155 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395063","Maize","1312.42","1","10997845","2199569000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243184","""Zea mays, K150 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395062","Maize","1030.72","1","8382565","1676513000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243183","""Zea mays, K148 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395061","Maize","1190.89","1","10367890","2073578000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243182","""Zea mays, INBRED_309 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395060","Maize","1217.98","1","9262394","1852478800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243181","""Zea mays, INBRED_305 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395059","Maize","1044.23","1","8058283","1611656600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243180","""Zea mays, INBRED_141 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395058","Maize","1241.51","1","9410882","1882176400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243179","""Zea mays, INBRED_109 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395057","Maize","5806.43","1","45644477","9128895400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243178","""Zea mays, INBRED_100 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395056","Maize","1606.21","1","13642163","2728432600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243177","""Zea mays, Il778d RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395055","Maize","770.01","1","6516068","1303213600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243176","""Zea mays, Il14H RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395054","Maize","1046.49","1","8493226","1698645200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243175","""Zea mays, Il101T RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395053","Maize","1442.02","1","12240760","2448152000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243174","""Zea mays, IDS69 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395052","Maize","1872.07","1","15574116","3114823200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243173","""Zea mays, IDS28 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395051","Maize","1998.81","1","16397619","3279523800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243172","""Zea mays, Ia5125B RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395050","Maize","1262.33","1","10060051","2012010200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243171","""Zea mays, Ia 453 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395049","Maize","923.76","1","7676696","1535339200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243170","""Zea mays, I29 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395048","Maize","1773.16","1","14021502","2804300400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243169","""Zea mays, I205 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395047","Maize","2037.66","1","15452325","3090465000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243168","""Zea mays, I159 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395046","Maize","1429.83","1","11293157","2258631400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243167","""Zea mays, Hy RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395045","Maize","1853.41","1","15304718","3060943600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243166","""Zea mays, HUOBAI RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395044","Maize","859.81","1","6528694","1305738800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243165","""Zea mays, HUANYAO RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395043","Maize","5183.95","1","40729676","8145935200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243164","""Zea mays, HP72-11 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395042","Maize","1240.41","1","9932320","1986464000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243163","""Zea mays, HP301 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395041","Maize","1762.07","1","14683402","2936680400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243162","""Zea mays, Hi28 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395040","Maize","1154.72","1","9448169","1889633800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243161","""Zea mays, Hi26 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395039","Maize","915.79","1","7713847","1542769400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243160","""Zea mays, H99 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395038","Maize","1842.2","1","13900023","2780004600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243159","""Zea mays, H96 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395037","Maize","845.1","1","7117413","1423482600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243158","""Zea mays, H95 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395036","Maize","2672.38","1","21624946","4324989200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243157","""Zea mays, H91 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395035","Maize","1216.11","1","9491048","1898209600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243156","""Zea mays, H84 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395034","Maize","1531.51","1","12384520","2476904000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243155","""Zea mays, H71 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395033","Maize","1788.32","1","14470035","2894007000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243154","""Zea mays, H52 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395032","Maize","987.02","1","8186218","1637243600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243153","""Zea mays, H5 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395031","Maize","917.42","1","7544952","1508990400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243152","""Zea mays, H49 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395030","Maize","851.53","1","6786984","1357396800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243151","""Zea mays, H14 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395029","Maize","1453.38","1","11680760","2336152000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
