"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX2837445","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107539","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-G03","SRS2211611","","3472.81","1","25534002","7711268604","AHGHH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837444","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107538","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H01","SRS2211610","","3319.73","1","24127355","7286461210","AHGBN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837443","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107537","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-G04","SRS2211609","","1636.14","1","12962330","3914623660","AHGHW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837442","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107536","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H02","SRS2211608","","2458.27","1","19472659","5880743018","AHGHP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837441","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107535","Gene expression analysis of Brachypodium distachyon Bd21 - Flag Leaf - 055-F08","SRS2211607","","1794.04","1","14117436","4263465672","AGPHY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837440","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107534","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A08","SRS2211606","","1166.14","1","10369840","3131691680","AHGGO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837439","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107533","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-F05","SRS2211605","","2326.24","1","18700194","5647458588","AHGHY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837438","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107532","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H05","SRS2211604","","4322.95","1","32563009","9834028718","AHGCH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837437","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107531","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-I09","SRS2211603","","3694.94","1","29031435","8767493370","AHGGT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837436","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107530","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-G05","SRS2211602","","2728.98","1","21316381","6437547062","AHGGX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837435","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107529","Gene expression analysis of Brachypodium distachyon Bd21 - Flag Leaf - 055-G01","SRS2211601","","896.02","1","7916712","2390847024","AHGGN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837434","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107528","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H08","SRS2211600","","2305.63","1","16977777","5127288654","AHGHT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837433","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107527","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G02","SRS2211599","","3875.07","1","29461019","8897227738","AHGCO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837432","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107526","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-F07","SRS2211598","","3482.14","1","27136452","8195208504","AHGGA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837431","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107525","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-I01","SRS2211597","","4055.39","1","31344074","9465910348","AHGGG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837430","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107524","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G08","SRS2211596","","2449.35","1","19046841","5752145982","AHGHU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837429","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107523","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-G09","SRS2211595","","3158.23","1","23589255","7123955010","AHGBT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837428","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107522","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-F09","SRS2211594","","3813.17","1","28574599","8629528898","AHGBW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837427","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107521","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A05","SRS2211593","","3204.84","1","24220641","7314633582","AHGBU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837426","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107520","Gene expression analysis of Brachypodium distachyon Bd21 - Flowers - 055-F07","SRS2211592","","3841.07","1","29375096","8871278992","AGPNC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837425","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107519","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-E06","SRS2211591","","2918.02","1","22822786","6892481372","AGPNB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837424","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107518","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-I04","SRS2211590","","3760.04","1","28081709","8480676118","AHGBP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837423","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107517","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G03","SRS2211589","","3522.62","1","26384552","7968134704","AHGBS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837422","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107516","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H03","SRS2211588","","2909.98","1","22404776","6766242352","AHGHA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837421","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107515","Gene expression analysis of Brachypodium distachyon Bd21 - Flag Leaf - 055-F09","SRS2211587","","3217.11","1","24879343","7513561586","AHGHG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837420","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107514","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G04","SRS2211586","","3495.72","1","25752128","7777142656","AGPNA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837419","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107513","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A06","SRS2211585","","4144.57","1","30375786","9173487372","AGPHZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837418","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107512","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm3 - 059-C03","SRS2211584","","2369.62","1","18636383","5628187666","AHGHO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837417","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107511","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A07","SRS2211583","","1777.4","1","14178474","4281899148","AHGHN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837416","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107510","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-I08","SRS2211582","","2684.24","1","20796747","6280617594","AHGHC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837415","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107509","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-F03","SRS2211581","","3114.54","1","23697789","7156732278","AHGHB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837414","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107508","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-B01","SRS2211580","","2103.49","1","16617351","5018440002","AHGCA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837413","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107507","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A03","SRS2211579","","3162.08","1","24414882","7373294364","AHGCC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837412","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107506","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-G01","SRS2211578","","3160.64","1","23192143","7004027186","AHGCB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837411","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107505","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-H01","SRS2211577","","999.76","1","8835637","2668362374","AHGGH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837410","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107504","Gene expression analysis of Brachypodium distachyon Bd21 - Shoots - 056-F08","SRS2211576","","3005.05","1","23414759","7071257218","AHGCG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837409","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107503","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-G06","SRS2211575","","3354.12","1","26159703","7900230306","AHGCY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837408","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107502","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 055-H07","SRS2211574","","3603.02","1","26495303","8001581506","AHGCX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837407","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107501","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G09","SRS2211573","","2616.88","1","20504764","6192438728","AHGGW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837406","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107500","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-A02","SRS2211572","","3074.04","1","23844346","7200992492","AHGCZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837405","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107499","Gene expression analysis of Brachypodium distachyon Bd21 - Roots - 056-G07","SRS2211571","","3510.46","1","25632887","7741131874","AHGGS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2837404","Brachypodium distachyon Bd21 Gene Atlas Plate 11","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107498","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-D06","SRS2211570","","1639.59","1","13181972","3980955544","AGPHX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836946","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107489","Gene expression analysis of Setaria viridis A10 - Panicle 3wk - 060-H07","SRS2211123","","2701.99","1","21566483","6513077866","AGPGC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836945","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107488","Gene expression analysis of Setaria viridis A10 - Tiller - 054-G02","SRS2211122","","1183.32","1","10593025","3199093550","AGPGB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836944","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107487","Gene expression analysis of Setaria viridis A10 - Tiller - 054-E08","SRS2211121","","3961.95","1","29868754","9020363708","AGPGA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836943","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107486","Gene expression analysis of Setaria viridis A10 - Tiller 2 2wk - 060-I03","SRS2211120","","3778","1","28059962","8474108524","AGPCY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836942","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107485","Gene expression analysis of Setaria viridis A10 - Leaf 3 2wk - 060-H09","SRS2211119","","3423.42","1","26605183","8034765266","AGPCX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836941","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107484","Gene expression analysis of Setaria viridis A10 - Leaf 4 2wk - 060-I01","SRS2211118","","1923.24","1","15378490","4644303980","AGPGG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836940","Setaria viridis A10 Gene Atlas Plate 11","Setaria viridis","Illumina HiSeq 2500","JGI","SRP107483","Gene expression analysis of Setaria viridis A10 - Leaf 1 2wk - 060-I02","SRS2211117","","3399.71","1","22623923","6832424746","AGPCZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836736","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107479","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-E08","SRS2210913","","3012.98","1","23285118","7032105636","AHHYB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836735","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107478","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-B04","SRS2210912","","2379.45","1","18527179","5595208058","AGSUC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836734","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107477","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-C03","SRS2210911","","1884.68","1","15359751","4638644802","AHHYS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836733","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107476","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm1 - 059-B06","SRS2210910","","2310.93","1","17382448","5249499296","AHHSO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836732","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107475","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 060-B07","SRS2210909","","2143.86","1","16825727","5081369554","AHNCH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836731","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107474","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm1 - 059-B04","SRS2210908","","3340.95","1","25696169","7760243038","AHNCG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836730","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107473","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-D04","SRS2210907","","2735.47","1","22500344","6795103888","AHNGX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836729","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107472","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-B05","SRS2210906","","3132.91","1","23704278","7158691956","AHNCC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836728","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107471","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 059-H07","SRS2210905","","2034.32","1","16103286","4863192372","AHNGP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836727","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107470","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 059-I05","SRS2210904","","2023.45","1","15974421","4824275142","AHHXG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836726","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107469","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-E04","SRS2210903","","2845.79","1","22737186","6866630172","AHNCS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836725","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107468","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf Mature - 059-D05","SRS2210902","","2255.8","1","18205100","5497940200","AHHZA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836724","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107467","Gene expression analysis of Brachypodium distachyon Bd21 - Stem - 059-D02","SRS2210901","","2944.34","1","22409984","6767815168","AHNCB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836723","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107466","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 060-C06","SRS2210900","","1723.9","1","14306872","4320675344","AHHYW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836722","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107465","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm3 - 059-C02","SRS2210899","","3066.03","1","23059850","6964074700","AHNBY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836721","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107464","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-E07","SRS2210898","","3420.09","1","25732353","7771170606","AHNBX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836720","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107463","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-D08","SRS2210897","","3440.86","1","26135270","7892851540","AHHXY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836719","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107462","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 063-G04","SRS2210896","","1597.76","1","13211472","3989864544","AHHXX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836718","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107461","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 060-C01","SRS2210895","","1921.71","1","14476113","4371786126","AHHSC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836717","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107460","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 063-G08","SRS2210894","","2848.29","1","21802535","6584365570","AHHPP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836716","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107459","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-B03","SRS2210893","","2672.84","1","20436168","6171722736","AGSUH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836715","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107458","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 063-H03","SRS2210892","","1991.52","1","15025316","4537645432","AHNGO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836714","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107457","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 060-A04","SRS2210891","","1558.41","1","12713899","3839597498","AHHXU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836713","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107456","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf Mature - 059-D04","SRS2210890","","2243.66","1","18108031","5468625362","AHNGU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836712","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107455","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm5 - 059-C07","SRS2210889","","3214.57","1","24606416","7431137632","AHHPO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836711","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107454","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-E01","SRS2210888","","3486.19","1","26322899","7949515498","AHHPH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836710","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107453","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm2 - 059-B07","SRS2210887","","3357.76","1","24783396","7484585592","AHHPU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836709","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107452","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-D03","SRS2210886","","2243","1","17802566","5376374932","AHHPW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836708","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107451","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 059-H04","SRS2210885","","2275.99","1","17912167","5409474434","AHNGT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836707","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107450","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 056-B08","SRS2210884","","3416.07","1","25859135","7809458770","AHHPT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836706","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107449","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm2 - 059-B08","SRS2210883","","2476.2","1","18590856","5614438512","AHHOS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836705","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107448","Gene expression analysis of Brachypodium distachyon Bd21 - Above ground - 063-G02","SRS2210882","","1920.42","1","15593201","4709146702","AHNGW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836704","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107447","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm5 - 059-C09","SRS2210881","","2008.4","1","15654269","4727589238","AHHOU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX2836703","Brachypodium distachyon Bd21 Gene Atlas Plate 12","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP107446","Gene expression analysis of Brachypodium distachyon Bd21 - Leaf gradient cm3 - 059-C01","SRS2210880","","2277.61","1","18245681","5510195662","AHNHA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
